temperature,vibration,voltage,current,pressure,rpm,load,power,runtime_hours,maintenance_gap_hours,efficiency,thermal_fluctuation,vibration_instability,machine_type,failure_type,state,is_anomaly,degradation_progress,timestamp
52.86,1.933,399.3,50.0,5.79,3295.0,58.9,20.82,619.0,122.0,90.3,0.155,0.493,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:18:56
52.95,1.753,398.0,42.36,5.78,3188.0,48.5,16.94,1212.0,315.0,92.8,2.119,0.098,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:20:23
50.38,1.618,399.3,48.47,6.31,3165.0,50.6,19.3,5691.0,40.0,91.8,1.253,0.627,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:22:34
52.84,1.811,400.7,50.0,6.07,3199.0,58.4,21.12,3731.0,278.0,90.9,0.125,0.06,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:24:14
53.51,1.929,406.1,46.3,6.22,3173.0,55.6,18.97,7851.0,103.0,90.7,0.639,0.006,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:26:02
49.82,2.013,403.5,40.64,5.65,3245.0,50.3,16.37,6196.0,254.0,93.2,0.311,0.189,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:28:11
51.76,1.9,398.7,50.0,6.8,3230.0,55.5,20.41,1036.0,152.0,91.5,1.116,0.054,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:30:24
52.19,1.824,401.8,40.54,5.85,3215.0,50.8,16.15,2083.0,286.0,94.8,1.867,0.213,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:32:09
50.18,1.914,400.3,44.84,6.62,3190.0,51.0,17.88,4182.0,382.0,88.9,1.348,0.399,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:34:32
51.69,1.932,396.0,48.63,5.89,3089.0,56.5,19.32,6855.0,111.0,92.0,1.064,0.38,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:36:14
50.15,1.98,394.7,47.68,5.85,3235.0,50.1,18.78,1110.0,385.0,91.8,1.014,0.01,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:38:43
49.86,2.005,402.5,42.56,6.4,3182.0,52.1,17.16,2493.0,169.0,93.7,0.869,0.138,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:40:01
54.63,1.937,400.3,41.19,5.72,3278.0,49.1,16.58,6267.0,296.0,93.0,0.976,0.451,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:42:34
53.26,1.585,400.5,50.0,6.66,3269.0,62.1,22.74,3748.0,461.0,94.2,1.386,0.127,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:44:10
49.9,1.948,401.4,45.17,6.09,3250.0,52.9,17.93,3106.0,90.0,93.3,1.043,0.255,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:46:46
54.29,1.913,404.0,50.0,6.24,3224.0,57.7,20.74,6915.0,98.0,92.5,2.08,0.299,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:48:23
50.23,1.751,403.2,43.13,6.23,3243.0,50.9,17.32,4617.0,418.0,89.3,0.554,0.043,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:50:17
54.3,1.99,397.4,41.61,5.97,3131.0,50.7,16.62,6292.0,150.0,95.6,0.986,0.13,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:52:04
53.66,2.1,398.9,50.0,6.11,3329.0,57.6,20.36,2295.0,145.0,92.5,0.516,0.015,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:54:33
55.27,1.734,405.1,45.51,5.59,3196.0,52.8,18.57,2188.0,111.0,88.5,0.192,0.285,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:56:43
52.21,1.762,405.0,42.06,5.62,3175.0,50.3,16.87,219.0,483.0,93.7,1.217,0.344,CNC_MILL,none,healthy,0,0.0,2026-04-01 05:58:55
53.19,1.725,400.8,42.83,6.1,3085.0,46.0,16.97,5473.0,210.0,92.1,0.384,0.098,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:00:14
51.5,1.636,399.9,45.56,6.04,3218.0,49.0,18.24,7325.0,223.0,91.3,0.655,0.482,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:02:17
55.17,1.929,397.1,44.58,6.19,3271.0,50.7,17.66,209.0,132.0,90.6,1.306,0.512,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:04:19
52.45,1.886,400.2,43.65,6.19,3238.0,51.4,17.38,5969.0,372.0,89.5,1.145,0.011,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:06:59
49.46,2.015,399.2,50.0,6.45,3297.0,58.6,21.43,3689.0,319.0,93.7,1.526,0.485,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:08:58
53.23,1.743,400.1,37.85,5.86,3136.0,45.3,15.37,7424.0,62.0,90.6,0.74,0.433,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:10:10
52.92,1.812,400.5,41.63,6.08,3141.0,49.3,16.76,2385.0,162.0,92.2,2.49,0.643,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:12:34
54.03,1.871,399.6,50.0,6.33,3324.0,60.1,21.61,7535.0,439.0,87.6,0.345,0.255,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:14:57
52.79,1.819,400.5,43.05,6.46,3236.0,49.3,17.29,4923.0,89.0,90.0,0.802,0.311,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:16:01
54.92,1.918,397.9,50.0,6.24,3236.0,60.2,22.24,4202.0,308.0,91.4,2.066,0.169,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:18:31
48.71,2.106,393.0,50.0,6.61,3363.0,59.7,21.41,1456.0,255.0,94.0,0.362,0.165,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:20:40
53.4,1.896,397.0,50.0,6.69,3295.0,64.6,21.41,1714.0,259.0,91.5,0.45,0.015,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:22:59
55.93,1.642,402.5,42.47,6.06,3254.0,50.6,16.94,6589.0,423.0,87.8,0.28,0.072,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:24:33
52.71,1.875,399.9,50.0,6.65,3390.0,63.3,21.15,7748.0,43.0,87.5,0.91,0.063,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:26:42
50.77,1.69,395.6,50.0,6.03,3235.0,57.2,21.57,3767.0,364.0,94.6,1.452,0.063,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:28:59
54.42,1.936,401.4,50.0,6.56,3273.0,61.5,22.25,6444.0,264.0,93.6,0.615,0.258,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:30:27
52.41,1.851,400.7,45.0,6.43,3192.0,49.8,17.96,5268.0,446.0,95.7,1.665,0.028,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:32:44
50.28,1.65,398.9,38.86,5.92,3117.0,47.0,15.67,1585.0,48.0,93.8,1.362,0.456,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:34:59
54.35,1.862,399.8,48.79,6.46,3187.0,54.4,19.68,2229.0,104.0,90.0,1.052,0.458,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:36:19
53.63,1.921,400.8,47.68,5.79,3195.0,53.1,19.18,346.0,137.0,88.1,0.524,0.469,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:38:47
53.81,1.755,401.9,48.42,6.11,3208.0,52.4,19.55,850.0,499.0,94.3,1.217,0.111,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:40:21
51.72,1.843,401.0,46.37,6.5,3254.0,55.9,18.42,1933.0,17.0,89.4,0.933,0.399,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:42:23
54.74,2.086,405.3,50.0,5.97,3253.0,53.8,21.01,3175.0,122.0,93.4,0.239,0.062,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:44:16
54.4,1.882,405.9,49.8,5.86,3227.0,55.9,20.27,7539.0,92.0,95.0,2.944,0.001,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:46:50
52.75,1.586,401.1,42.84,6.45,3119.0,46.9,17.23,5375.0,420.0,93.0,1.996,0.254,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:48:33
53.31,1.781,400.7,45.48,6.19,3096.0,52.3,18.36,4707.0,300.0,91.6,0.699,0.045,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:50:05
54.1,1.887,402.4,46.22,6.0,3246.0,53.4,18.55,7100.0,106.0,90.2,1.494,0.087,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:52:48
51.97,1.755,399.5,47.31,6.04,3249.0,56.2,19.08,1423.0,82.0,91.4,0.093,0.144,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:54:40
50.85,1.824,398.3,50.0,5.88,3234.0,57.5,21.33,594.0,113.0,91.2,0.498,0.264,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:56:58
50.89,1.613,398.9,50.0,6.28,3301.0,57.5,20.09,1238.0,316.0,97.4,0.143,0.533,CNC_MILL,none,healthy,0,0.0,2026-04-01 06:58:21
49.66,1.898,404.9,43.87,6.25,3098.0,51.5,17.63,6911.0,164.0,94.4,0.205,0.355,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:00:17
55.7,1.832,402.9,46.49,5.6,3299.0,53.8,18.77,3687.0,384.0,90.2,0.365,0.09,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:02:12
51.34,1.663,402.0,43.39,6.39,3377.0,54.5,17.7,5327.0,79.0,89.4,0.436,0.273,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:04:15
54.07,1.907,403.7,47.61,5.99,3211.0,56.9,19.28,4499.0,424.0,91.5,0.797,0.145,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:06:10
51.05,1.834,401.1,41.56,6.18,3218.0,49.1,16.51,1301.0,235.0,90.6,0.393,0.249,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:08:19
50.91,1.837,393.3,46.55,6.0,3272.0,56.0,18.56,3949.0,221.0,92.9,0.789,0.417,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:10:56
56.51,1.796,402.7,39.95,5.98,3204.0,49.3,16.17,376.0,280.0,94.4,0.328,0.466,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:12:43
52.95,1.971,398.8,46.74,6.03,3176.0,55.4,18.77,6031.0,71.0,94.5,1.096,0.227,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:14:36
51.01,2.065,400.4,46.66,5.74,3223.0,53.3,18.77,338.0,481.0,93.0,0.294,0.209,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:16:36
51.01,1.907,402.6,43.01,5.72,3123.0,46.6,17.14,3598.0,138.0,91.5,1.495,0.14,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:18:55
49.68,1.812,401.5,41.73,6.06,3233.0,51.9,16.95,3821.0,334.0,93.6,1.224,0.26,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:20:43
55.39,1.781,403.4,41.92,5.8,3261.0,51.5,17.04,1559.0,178.0,90.8,1.835,0.078,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:22:03
53.03,2.011,395.1,50.0,6.19,3191.0,58.7,22.55,1021.0,278.0,91.4,1.073,0.256,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:24:00
55.17,1.918,395.0,50.0,6.17,3303.0,56.9,20.22,4657.0,237.0,92.2,2.275,0.181,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:26:15
49.63,1.867,401.4,50.0,6.17,3298.0,57.2,22.39,517.0,349.0,89.0,0.351,0.425,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:28:01
51.72,2.052,396.1,50.0,5.97,3242.0,54.9,20.4,1752.0,51.0,94.1,2.279,0.85,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:30:19
52.64,1.677,393.3,41.01,5.93,3220.0,49.6,16.08,1037.0,468.0,92.7,2.936,0.008,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:32:10
50.62,1.93,399.0,50.0,5.89,3259.0,55.9,20.06,4941.0,470.0,91.6,0.88,0.067,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:34:20
53.23,1.587,404.1,47.77,5.97,3240.0,51.9,19.36,2904.0,212.0,94.3,1.93,0.05,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:36:26
51.97,1.796,395.5,50.0,6.74,3262.0,57.0,20.3,7669.0,118.0,92.0,0.338,0.208,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:38:28
56.33,2.111,398.5,47.68,6.27,3277.0,56.2,19.04,6680.0,275.0,91.5,1.747,0.22,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:40:08
55.12,1.916,394.5,50.0,6.23,3187.0,58.8,20.5,5854.0,179.0,92.8,1.563,0.175,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:42:20
52.63,2.074,403.3,48.77,5.88,3256.0,57.6,19.61,1859.0,161.0,87.5,1.892,0.098,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:44:54
53.09,1.753,403.1,50.0,6.04,3249.0,56.1,20.09,287.0,419.0,90.8,0.737,0.107,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:46:52
52.24,1.76,399.8,44.55,6.05,3186.0,51.3,17.83,6320.0,160.0,92.2,0.756,0.103,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:48:53
50.48,1.798,402.5,48.47,6.08,3258.0,53.6,19.77,6676.0,405.0,90.8,1.061,0.214,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:50:08
52.83,1.745,398.0,37.64,5.65,3114.0,45.0,15.21,3217.0,270.0,92.5,1.779,0.183,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:52:47
51.34,1.653,398.8,50.0,6.29,3246.0,60.8,20.71,5608.0,105.0,91.2,1.976,0.233,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:54:35
51.3,1.927,396.6,46.9,6.33,3140.0,51.2,18.54,6612.0,205.0,93.0,1.044,0.42,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:56:43
56.36,1.971,406.8,50.0,5.72,3237.0,55.9,20.58,2709.0,286.0,88.2,0.558,0.131,CNC_MILL,none,healthy,0,0.0,2026-04-01 07:58:14
55.56,1.965,397.8,50.0,6.06,3273.0,56.0,20.22,912.0,72.0,91.1,1.342,0.27,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:00:57
56.35,1.801,397.8,50.0,5.91,3188.0,57.4,20.94,5040.0,376.0,93.5,0.426,0.296,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:02:26
51.14,1.759,399.9,38.85,5.92,3232.0,50.6,15.56,320.0,319.0,94.9,3.31,0.164,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:04:40
53.81,2.215,395.0,43.85,5.91,3187.0,48.6,17.2,1232.0,360.0,93.5,0.343,0.557,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:06:00
54.49,1.795,400.8,45.27,5.69,3269.0,51.2,18.06,5106.0,301.0,94.3,1.868,0.591,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:08:04
54.19,1.782,402.6,50.0,6.04,3289.0,60.4,21.43,2110.0,16.0,94.7,1.755,0.04,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:10:20
53.36,2.074,395.2,50.0,5.99,3212.0,55.7,22.56,850.0,164.0,91.9,0.412,0.321,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:12:50
53.41,1.694,405.0,50.0,5.81,3189.0,55.2,20.71,1152.0,320.0,94.3,0.325,0.308,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:14:13
52.52,1.955,404.3,48.78,5.6,3292.0,54.0,19.78,4975.0,426.0,91.4,0.36,0.766,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:16:24
50.39,1.86,403.3,45.72,6.06,3141.0,51.9,18.38,5546.0,134.0,90.8,1.371,0.464,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:18:31
50.98,1.759,406.5,49.54,5.83,3301.0,53.4,20.07,4496.0,186.0,91.3,0.233,0.23,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:20:19
55.93,2.167,402.0,50.0,6.2,3300.0,61.9,20.46,4718.0,485.0,91.3,0.891,0.05,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:22:14
48.27,1.715,399.3,48.18,6.44,3213.0,55.0,19.26,3159.0,333.0,96.0,1.169,0.052,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:24:06
50.01,2.128,395.0,48.48,6.07,3323.0,55.3,19.27,1385.0,370.0,90.1,3.248,0.357,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:26:53
52.27,1.779,397.6,42.83,6.13,3234.0,46.3,17.05,2441.0,80.0,91.6,1.724,0.227,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:28:40
55.41,1.781,401.5,48.51,6.18,3351.0,53.9,19.41,1082.0,439.0,91.8,0.654,0.76,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:30:35
55.15,1.749,402.5,47.65,5.78,3229.0,53.4,19.2,5187.0,197.0,92.3,0.884,0.07,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:32:16
52.61,1.989,394.7,50.0,6.43,3334.0,61.7,20.85,6625.0,319.0,94.8,0.7,0.404,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:34:29
50.06,2.046,405.8,50.0,6.39,3296.0,57.4,20.76,4235.0,121.0,90.8,0.352,0.365,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:36:59
50.03,1.807,391.2,50.0,6.58,3274.0,58.4,19.88,1248.0,258.0,91.2,2.544,0.569,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:38:04
56.51,1.766,402.5,46.3,6.14,3264.0,53.6,18.83,2929.0,495.0,92.6,0.197,0.1,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:40:37
55.08,1.415,398.9,47.19,5.71,3189.0,50.5,18.83,878.0,479.0,91.0,2.295,0.199,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:42:13
53.49,1.642,407.9,45.27,5.75,3299.0,54.9,18.58,6281.0,496.0,93.0,0.522,0.149,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:44:03
52.72,1.821,403.7,50.0,6.8,3315.0,59.4,21.17,6678.0,404.0,88.5,1.193,0.127,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:46:15
52.62,1.866,397.5,47.05,5.93,3206.0,50.6,18.82,1354.0,475.0,94.7,1.753,0.788,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:48:00
56.65,1.688,406.3,50.0,6.41,3261.0,56.9,21.61,299.0,184.0,90.4,0.496,0.435,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:50:33
54.71,1.882,407.3,50.0,6.15,3349.0,61.2,23.61,3411.0,304.0,88.3,0.179,0.001,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:52:57
53.11,1.698,400.7,50.0,5.6,3277.0,58.6,21.26,4219.0,449.0,94.4,0.344,0.322,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:54:33
55.7,1.886,402.5,49.59,5.94,3235.0,56.0,20.03,1669.0,131.0,93.0,2.752,0.467,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:56:21
50.05,1.745,403.7,50.0,6.55,3239.0,57.7,20.27,7469.0,20.0,93.2,3.455,0.444,CNC_MILL,none,healthy,0,0.0,2026-04-01 08:58:36
53.56,1.787,401.4,46.32,5.97,3208.0,52.7,18.65,6887.0,255.0,89.7,1.139,0.238,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:00:52
51.7,1.94,399.5,49.78,6.55,3311.0,61.4,19.84,5564.0,483.0,93.5,1.479,0.085,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:02:08
52.65,1.726,394.7,50.0,6.31,3153.0,52.7,20.16,1935.0,209.0,90.3,0.957,0.033,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:04:57
53.32,1.947,399.6,50.0,6.1,3264.0,58.4,20.94,3941.0,63.0,91.6,1.217,0.334,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:06:39
51.01,1.847,400.4,44.94,6.36,3219.0,49.8,18.13,4055.0,326.0,89.9,0.044,0.297,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:08:02
49.74,1.886,399.6,46.69,6.3,3235.0,49.8,18.61,5454.0,134.0,93.7,0.097,0.022,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:10:23
52.23,1.914,399.0,50.0,6.24,3309.0,55.8,21.56,5791.0,260.0,90.3,3.442,0.114,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:12:23
54.55,1.773,398.3,48.86,6.34,3262.0,51.9,19.42,473.0,481.0,91.6,1.598,0.436,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:14:46
50.74,1.937,399.2,50.0,6.44,3303.0,62.4,20.91,2922.0,179.0,86.6,1.414,0.005,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:16:58
52.37,2.141,395.1,50.0,6.05,3326.0,57.9,20.06,6580.0,328.0,93.2,1.8,0.695,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:18:57
55.02,1.904,400.1,50.0,6.48,3209.0,59.6,22.85,532.0,110.0,89.2,0.613,0.144,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:20:30
53.29,1.89,393.5,50.0,6.75,3255.0,60.9,21.69,5778.0,64.0,89.1,1.879,0.134,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:22:20
55.25,1.924,404.5,50.0,6.52,3340.0,64.4,21.76,7896.0,380.0,92.5,2.438,0.087,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:24:06
51.62,1.8,397.7,50.0,5.68,3317.0,56.9,20.69,3397.0,195.0,92.9,3.113,0.026,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:26:04
50.26,1.792,400.9,44.49,6.23,3219.0,54.6,17.94,657.0,456.0,93.0,0.702,0.241,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:28:45
51.64,1.808,400.0,48.77,6.07,3252.0,54.0,19.55,2345.0,152.0,92.4,2.083,0.48,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:30:07
51.18,2.074,400.0,46.18,6.55,3205.0,55.2,18.38,1331.0,278.0,91.6,1.113,0.151,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:32:42
52.37,1.72,398.8,50.0,6.26,3267.0,59.1,20.22,6224.0,178.0,92.4,1.764,0.146,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:34:42
50.48,1.69,404.0,50.0,5.95,3234.0,59.3,21.79,6534.0,197.0,91.4,0.506,0.234,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:36:14
53.89,1.714,399.6,45.95,5.8,3240.0,48.5,18.53,968.0,443.0,93.0,1.944,0.332,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:38:47
52.75,1.735,395.8,49.18,5.99,3194.0,52.4,19.53,7296.0,13.0,89.9,0.068,0.142,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:40:11
56.04,2.037,395.8,50.0,5.91,3285.0,58.1,20.71,6103.0,176.0,89.0,1.425,0.073,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:42:30
53.51,1.839,402.4,43.86,6.14,3212.0,55.6,17.61,3614.0,250.0,93.4,0.379,0.454,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:44:19
48.16,1.973,404.2,43.28,6.19,3201.0,52.1,17.41,3221.0,35.0,92.8,2.504,0.283,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:46:02
50.38,1.889,404.9,50.0,5.84,3264.0,54.1,20.34,6014.0,246.0,90.2,3.883,0.018,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:48:14
48.98,1.788,402.9,45.79,5.75,3221.0,53.6,18.39,5852.0,304.0,92.3,1.331,0.228,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:50:20
50.95,1.938,398.4,44.45,6.41,3198.0,48.7,17.9,3840.0,429.0,93.7,0.554,0.029,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:52:57
49.45,1.685,406.6,43.35,5.85,3235.0,51.0,17.55,428.0,168.0,90.8,1.675,0.056,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:54:31
52.88,1.578,400.6,45.93,5.88,3237.0,53.0,18.44,4307.0,287.0,89.7,0.52,0.437,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:56:16
52.44,2.014,401.7,43.85,6.4,3222.0,49.7,17.74,3969.0,269.0,95.3,0.364,0.625,CNC_MILL,none,healthy,0,0.0,2026-04-01 09:58:08
52.49,1.768,405.8,50.0,5.72,3232.0,57.6,20.74,2841.0,467.0,92.0,1.23,0.355,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:00:52
51.13,1.891,397.4,41.46,6.11,3315.0,53.4,16.48,4952.0,126.0,92.9,4.057,0.189,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:02:28
55.39,1.87,398.0,46.91,6.08,3248.0,54.8,18.53,2173.0,217.0,91.9,0.828,0.505,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:04:42
52.31,1.916,404.8,50.0,6.69,3299.0,64.4,21.65,3700.0,246.0,89.2,1.214,0.287,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:06:25
54.78,1.81,396.3,50.0,6.69,3422.0,61.6,21.53,4166.0,59.0,94.7,2.449,0.071,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:08:50
52.3,1.884,402.9,42.12,6.27,3288.0,51.6,17.0,5026.0,74.0,92.6,1.488,0.19,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:10:37
50.85,1.829,404.9,50.0,5.75,3218.0,54.9,20.46,419.0,170.0,89.7,0.157,0.087,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:12:41
48.52,1.761,402.6,47.23,6.33,3261.0,49.5,19.0,1156.0,468.0,91.2,1.648,0.426,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:14:53
53.8,1.904,402.4,40.89,5.83,3244.0,50.6,16.48,2334.0,159.0,94.4,0.74,0.316,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:16:34
51.43,1.661,404.9,50.0,6.18,3359.0,58.4,21.79,1427.0,184.0,88.2,0.911,0.041,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:18:14
56.29,1.905,392.1,50.0,6.27,3241.0,57.9,21.41,3009.0,490.0,92.1,4.07,0.077,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:20:31
53.06,1.452,401.2,48.36,5.97,3165.0,54.3,19.41,6917.0,245.0,92.5,0.129,0.224,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:22:28
53.04,1.59,400.3,50.0,6.16,3325.0,56.4,20.11,2509.0,104.0,91.2,1.082,0.046,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:24:39
51.04,2.024,400.0,50.0,6.96,3324.0,63.9,21.74,7871.0,35.0,91.3,0.418,0.153,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:26:42
49.81,1.873,402.8,47.52,7.06,3383.0,59.0,19.35,3175.0,445.0,91.4,1.102,0.203,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:28:45
52.75,1.685,397.0,39.5,6.17,3255.0,54.5,15.8,752.0,86.0,90.7,0.741,0.856,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:30:45
52.22,2.01,400.4,49.55,6.24,3295.0,57.7,19.88,2135.0,230.0,94.2,1.355,0.597,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:32:18
55.5,2.032,405.6,50.0,6.51,3269.0,64.3,22.5,4930.0,192.0,92.0,0.916,0.151,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:34:19
51.78,1.911,404.1,43.04,6.0,3327.0,55.4,17.26,1982.0,120.0,88.6,0.048,0.871,CNC_MILL,none,healthy,0,0.0,2026-04-01 10:36:30
